position_1_x,position_1_y,position_1_z,velocity_1_x,velocity_1_y,velocity_1_z,position_2_x,position_2_y,position_2_z,velocity_2_x,velocity_2_y,velocity_2_z,position_3_x,position_3_y,position_3_z,velocity_3_x,velocity_3_y,velocity_3_z
-64.50929777418293,73.8548441062776,-433.96796038666355,6.4394477723451615,0.002492453932013916,1.9586152565922266,-275.1278823357005,-35.50892974844055,237.73355077567032,2.197274389784214,-5.300431711138975,2.6346774977696814,435.87552405985764,58.78863741424777,-150.27281174459353,4.9260901340564285,-2.754654395197913,-7.2920431588258445
378.5955630433223,23.46122441323098,-175.83228382958458,8.475726996909717,4.887306651654573,5.453957091378296,-175.88326011271596,11.045772131954436,303.4600511456406,1.9684944357013272,4.855024089620926,0.8529940142256205,-45.40403933944384,269.76821012006724,-147.9725360051536,3.0719042431807537,3.5154137627985698,6.9941796019937
-187.1545157420802,-154.27332678880913,433.46354879187606,-8.70260972496016,-3.944286024434163,-9.96031501893243,-261.40095037637957,182.13296888594584,196.78704682350713,-2.707925025260436,0.8641433837856543,-8.692122266017826,-294.41596842707975,-12.556598833107898,282.83675089328176,8.443218588306042,9.961708677816944,-1.0041184929638636
-17.580394661105174,-149.20839401472995,1.3996108780983718,5.9672379719173545,5.563177249156428,-4.924508663748288,446.9495406606503,-270.60514078665983,-265.04318256639715,6.082928897912215,7.396770920111162,-0.4072501700492541,-308.0959978143276,-71.86685805179008,-218.2276205152803,-0.8440933619939024,4.303501463713557,-0.5190377510512718
57.368488270076455,243.02698065754169,215.33654316477896,-3.8003498718283524,-6.534378908003616,6.3418705642605815,493.49779777789706,-113.18273339544874,163.3586490998406,-3.60759220724459,-8.748599468067145,-0.6493246491727955,-33.21856508562536,104.96254160092201,28.888533633390125,-2.5980854634306176,2.9464159675289725,1.9161407219926456
480.0541382041324,-494.893353578877,267.9919721541776,-5.5927672645030535,-9.505308125590027,-9.622232873183073,164.5356670232036,157.9045358380912,-102.48678522235053,7.912310684525245,0.8363632383940001,-9.015568339717941,-211.52888266213068,-485.3947767155484,175.48041143059197,-6.901657796584604,9.107520725178077,-9.660015273234709
-303.0165152378564,-127.17879398986355,-163.21827869780304,0.19277451277280733,5.969607210394891,9.962959756330655,-457.8089447151435,198.5387184808559,346.1679180412277,-3.01258741336365,1.184156549763415,-0.00952614332466517,-73.26603362960435,375.6343517760648,-483.316710200147,4.924151519105557,-4.002161018446504,-4.188749699231953
-277.5200160405435,307.2290571888665,-235.3900131146304,8.34786658849498,3.306793446540004,-8.722266476915138,197.0369947079547,29.84940354516641,-199.77520415228554,3.6882303997572663,-7.952281742639105,-0.1788030802157703,-85.38735879237646,423.5376351663946,-394.53335982796136,3.4748510247717146,9.3527723231742,-5.123636746630873
-6.441390812611985,-176.18207317104418,481.2530016627577,6.697156042290146,-0.04023241696424762,7.231092505022886,-325.64782391451564,473.1882804970991,-319.93229378258036,5.631004090606908,-8.799594816248387,-1.8728949419767194,278.1019165636892,431.1683279268981,-214.62652050602372,-3.38022918859493,-8.044146828926632,4.332281592004637
-250.5617838615898,60.35121304689255,490.5974354050038,2.6410962430054,-7.725270821420809,-0.466113778060528,-383.2830395818271,17.92228712143617,190.254370939232,4.266458794477829,-5.2883627503651764,2.826645314469756,408.0955129612439,-494.9773680490538,-344.22604356356214,5.728981753888595,-6.070345100054999,-2.6737579613484623
-182.02087822344902,-412.05618097865204,157.24422608997907,-2.9770037495002555,0.7183707671496613,9.242682918142012,-300.17315746195595,413.58967092453963,386.0956163883782,-2.0061875986523265,3.4057977811614712,-6.7053317025318115,-193.7853805793426,-130.18936271215745,356.1936839387248,-6.070793386995421,6.779114831600786,2.9523262467245974
-49.87120647925502,469.68726084624655,-101.89582537133379,5.896058645369962,5.195931552057342,-2.0584829080263507,-382.2235567661306,-456.71874101102946,-101.92103412239129,7.259468593936791,8.049157417793712,-1.8203728796737728,-461.6176039528349,-232.68407763147235,29.60086769149416,8.781014041176281,3.7616528718783897,-2.5874657665289558
-182.98798300129016,305.0837714650854,102.63582833749342,5.836612507833152,2.5855530291224333,6.793456704357418,66.53083564227495,-4.81012426888185,357.21014053774195,-8.989628479640213,-7.089823659781955,-8.581769724597724,-50.894257164626936,393.593898191103,-352.0603751146143,7.053977776904038,-1.0140303108169881,6.269836804631492
